gid,chr,str,glen,name,type,TPM_upf2_cortex_ko_1,TPM_upf2_cortex_ko_2,TPM_upf2_cortex_ctr_1,TPM_upf2_cortex_ctr_2
ENSMUSG00000097535.1,chr9,-,1730,Gm26592,lncRNA,3.005168,3.090671,0.814905,0.469379
ENSMUSG00000079681.3,chr9,-,1088,Zglp1,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000111692.1,chr9,-,1945,Gm49373,nonsense_mediated_decay,0.353035,1.211437,0.442949,0.185553
ENSMUSG00000111497.1,chr9,-,5042,Gm38431,nonsense_mediated_decay,0.077821,0.071896,0.139804,0.125263
ENSMUSG00000079677.2,chr9,-,1423,Fdx1l,"protein_coding,retained_intron",0.34467,0.318429,1.320952,1.141286
ENSMUSG00000010205.11,chr9,-,3470,Raver1,protein_coding,0,0,0,0
ENSMUSG00000086016.1,chr9,+,750,1700084C06Rik,lncRNA,2.092655,0.483332,1.253143,1.0827
ENSMUSG00000032175.11,chr9,-,6865,Tyk2,"protein_coding,retained_intron",14.731844,18.890611,14.044236,8.950217
ENSMUSG00000019471.10,chr9,-,8194,Cdc37,"protein_coding,retained_intron",101.636738,87.46164,103.125445,88.749537
ENSMUSG00000032177.17,chr9,+,7655,Pde4a,"protein_coding,retained_intron",10.072014,10.287776,7.755407,4.596703
ENSMUSG00000097439.6,chr9,+,2611,Gm16754,lncRNA,0.112708,0,0.08999,0.172779
ENSMUSG00000003308.15,chr9,-,4693,Keap1,"lncRNA,protein_coding",58.295757,54.089064,49.766567,39.854353
ENSMUSG00000045087.8,chr9,-,2500,S1pr5,protein_coding,0.117712,0.652498,0.4386,0
ENSMUSG00000111623.1,chr9,+,1894,Gm48303,TEC,0,0,0,0
ENSMUSG00000002820.6,chr9,+,7264,Atg4d,"nonsense_mediated_decay,protein_coding,retained_intron",33.881592,28.74442,26.879863,14.035556
ENSMUSG00000035047.9,chr9,-,4182,Kri1,"protein_coding,retained_intron",37.670423,45.095683,42.925087,43.796462
ENSMUSG00000096472.2,chr9,-,1574,Cdkn2d,protein_coding,193.381995,161.097906,125.393901,77.786125
ENSMUSG00000003309.14,chr9,-,3140,Ap1m2,"nonsense_mediated_decay,protein_coding,retained_intron",0.343639,0.230891,0.049886,0.028734
ENSMUSG00000111172.1,chr9,-,636,Gm39302,lncRNA,0.462704,0.284984,0.246294,0.42559
ENSMUSG00000057193.8,chr9,+,8677,Slc44a2,"nonsense_mediated_decay,protein_coding,retained_intron",29.585105,32.742728,33.352274,26.348993
ENSMUSG00000032178.14,chr9,+,10843,Ilf3,"nonsense_mediated_decay,protein_coding,retained_intron",119.551959,133.952151,116.24336,136.348545
ENSMUSG00000097665.1,chr9,-,1986,Gm16853,lncRNA,0,0.091264,0.157747,0.045431
ENSMUSG00000002825.8,chr9,+,1973,Qtrt1,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",65.776649,92.508001,77.209924,57.619631
ENSMUSG00000033335.17,chr9,+,5330,Dnm2,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",72.06999,62.40017,59.439058,46.466735
ENSMUSG00000032180.11,chr9,-,1519,Tmed1,"nonsense_mediated_decay,protein_coding,retained_intron",162.993605,175.701083,162.366149,83.275501
ENSMUSG00000057191.13,chr9,+,1447,AB124611,"nonsense_mediated_decay,protein_coding",1.626978,1.816253,2.814592,1.434123
ENSMUSG00000032185.15,chr9,+,4852,Carm1,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",129.95532,123.721862,113.495047,80.127708
ENSMUSG00000032182.15,chr9,-,2174,Yipf2,protein_coding,29.870152,27.971122,26.587495,19.837885
ENSMUSG00000048429.10,chr9,+,3170,Timm29,protein_coding,120.991952,109.235724,90.081997,87.89113
ENSMUSG00000032187.16,chr9,+,6475,Smarca4,protein_coding,489.723769,392.072844,375.507404,272.012777
ENSMUSG00000097155.1,chr9,-,1895,Gm26511,lncRNA,0,0.047823,0.041331,0.095224
ENSMUSG00000032193.9,chr9,+,9622,Ldlr,"protein_coding,retained_intron",22.265183,19.684657,27.195167,20.85434
ENSMUSG00000074476.6,chr9,-,2573,Spc24,"protein_coding,retained_intron",72.626344,77.45195,89.188413,115.15701
ENSMUSG00000032194.9,chr9,-,5235,Kank2,"nonsense_mediated_decay,protein_coding",9.425194,9.590472,22.561359,13.994789
ENSMUSG00000032198.9,chr9,-,8782,Dock6,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",8.969353,9.27712,18.015177,10.972481
ENSMUSG00000047822.8,chr9,+,865,Angptl8,protein_coding,0.113403,0,0.18109,0
ENSMUSG00000111766.1,chr9,+,565,Gm47873,unitary_pseudogene,0,0,0,0
ENSMUSG00000019066.13,chr9,-,4196,Rab3d,"protein_coding,retained_intron",64.756486,70.819499,52.264061,26.082687
ENSMUSG00000040883.17,chr9,-,2589,Tmem205,"protein_coding,retained_intron",36.486586,41.794505,37.330492,16.344356
ENSMUSG00000006241.16,chr9,+,2183,Ccdc159,"nonsense_mediated_decay,protein_coding,retained_intron",7.818699,6.849788,5.453439,4.546382
ENSMUSG00000040563.13,chr9,+,2750,Plppr2,protein_coding,146.141062,119.295151,70.489286,45.473413
ENSMUSG00000051238.6,chr9,+,1838,Swsap1,protein_coding,45.310742,42.107483,47.470115,30.53317
ENSMUSG00000006235.6,chr9,-,1989,Epor,protein_coding,1.282264,2.414838,2.795788,1.36086
ENSMUSG00000040146.9,chr9,-,3924,Rgl3,"nonsense_mediated_decay,protein_coding,retained_intron",1.399903,0.993085,0.49899,0.988704
ENSMUSG00000039632.13,chr9,-,2514,Ccdc151,"protein_coding,retained_intron",3.433653,4.578101,6.760442,6.603582
ENSMUSG00000003402.14,chr9,+,4275,Prkcsh,"protein_coding,retained_intron",152.864802,144.045686,165.345239,103.436925
ENSMUSG00000003410.8,chr9,-,6890,Elavl3,protein_coding,273.13765,232.151985,153.60776,119.165129
ENSMUSG00000111842.1,chr9,-,727,Gm49318,nonsense_mediated_decay,0,0,0,0
ENSMUSG00000038895.16,chr9,-,4938,Zfp653,"protein_coding,retained_intron",17.262658,16.480568,16.400234,13.776766
ENSMUSG00000096981.2,chr9,+,1509,Gm16845,lncRNA,2.14518,1.741629,2.387532,1.315408
ENSMUSG00000066839.12,chr9,-,2490,Ecsit,"protein_coding,retained_intron",60.746885,58.960693,63.915319,44.097934
ENSMUSG00000001349.5,chr9,+,2736,Cnn1,"lncRNA,protein_coding",0,0.033123,0.028626,0.098931
ENSMUSG00000013822.7,chr9,-,1702,Elof1,protein_coding,352.95116,352.488821,379.550614,198.632886
ENSMUSG00000111856.1,chr9,+,1897,6530413G14Rik,"lncRNA,retained_intron",0.05171,0.238863,0.247722,0.142686
ENSMUSG00000001348.15,chr9,-,2030,Acp5,"lncRNA,protein_coding",0.338252,0.267856,0.694476,0.355567
ENSMUSG00000010607.8,chr9,+,777,Pigyl,protein_coding,172.452172,158.972407,140.615693,105.785069
ENSMUSG00000109765.2,chr9,+,1468,Gm18227,unprocessed_pseudogene,0.200463,0.1852,0.106705,0.061461
ENSMUSG00000061167.9,chr9,-,615,Rpl15-ps3,processed_pseudogene,5.901543,5.452222,4.329965,3.961099
ENSMUSG00000074472.10,chr9,+,3036,Zfp872,protein_coding,0,0.0597,0.051595,0.148592
ENSMUSG00000090925.2,chr9,-,2753,1810064F22Rik,lncRNA,0,0.032919,0,0
ENSMUSG00000110757.1,chr9,+,1091,Gm18228,unprocessed_pseudogene,0,0,0,0
ENSMUSG00000057982.8,chr9,+,2960,Zfp809,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",3.3471,4.225074,6.323926,9.052984
ENSMUSG00000111424.1,chr9,+,2325,Gm48478,TEC,0.042191,0.077957,0.10106,0.077613
ENSMUSG00000062794.8,chr9,-,3574,Zfp599,protein_coding,3.869934,7.505577,7.034465,13.859412
ENSMUSG00000111205.1,chr9,+,1037,Gm39307,lncRNA,0.28378,0.174783,0.453162,0.087006
ENSMUSG00000066829.7,chr9,-,6133,Zfp810,"lncRNA,protein_coding,retained_intron",12.011741,14.407166,11.352968,16.47677
ENSMUSG00000111292.1,chr9,-,1351,Gm48627,TEC,0.798686,0.335399,0.231892,1.335678
ENSMUSG00000111808.1,chr9,-,742,Gm18225,unprocessed_pseudogene,0.264402,0.366407,0.316663,0.851179
ENSMUSG00000036777.8,chr9,-,9063,Anln,"protein_coding,retained_intron",9.243254,9.52945,13.213446,24.181462
ENSMUSG00000111069.1,chr9,-,1228,Gm48646,lncRNA,0.07988,0.073799,0.318898,0.073473
ENSMUSG00000032239.10,chr9,-,3570,Rp9,"protein_coding,retained_intron",25.636127,22.465804,27.42347,22.720532
ENSMUSG00000036411.10,chr9,+,4856,9530077C05Rik,"lncRNA,protein_coding,retained_intron",2.767457,3.844461,3.628979,5.629774
ENSMUSG00000035919.16,chr9,+,6243,Bbs9,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",6.897793,7.0694,7.339106,12.978067
ENSMUSG00000090067.1,chr9,-,513,Gm2976,processed_pseudogene,0.191215,0.353313,0,0
ENSMUSG00000089958.1,chr9,-,795,Gm16165,processed_pseudogene,0.246775,1.025941,1.379245,0.907925
ENSMUSG00000031963.8,chr9,+,4833,Bmper,"lncRNA,protein_coding",18.896087,15.601036,8.200009,9.93166
ENSMUSG00000111041.1,chr9,+,582,Gm3011,processed_pseudogene,0,0,0,0
ENSMUSG00000111572.1,chr9,+,1119,Gm3028,processed_pseudogene,0,0,0,0
ENSMUSG00000110848.1,chr9,-,1137,Gm47663,lncRNA,0,0,0.068884,0
ENSMUSG00000043659.11,chr9,+,3946,Npsr1,"lncRNA,protein_coding",0.149153,0.160764,0.019848,0.04573
ENSMUSG00000111002.1,chr9,-,2969,Gm47674,TEC,0,0,0,0
ENSMUSG00000085969.1,chr9,-,856,Gm15600,lncRNA,0,0,0,0
ENSMUSG00000074465.2,chr9,+,906,Gm10701,lncRNA,0,0,0,0
ENSMUSG00000043067.15,chr9,-,6350,Dpy19l1,"lncRNA,protein_coding,retained_intron",38.171393,55.616492,55.108684,79.412232
ENSMUSG00000111365.1,chr9,+,537,Gm47772,lncRNA,0.182669,0.168761,1.4585,2.016202
ENSMUSG00000085576.3,chr9,-,3442,Dpy19l2,protein_coding,0.113996,0.342278,0.455093,0.288343
ENSMUSG00000047995.7,chr9,+,629,Cypt4,protein_coding,0,0,0,0
ENSMUSG00000031965.15,chr9,-,11997,Tbx20,"lncRNA,protein_coding,retained_intron",0,0,0,0
ENSMUSG00000111275.1,chr9,+,3285,Gm29824,lncRNA,0,0,0,0
ENSMUSG00000111507.1,chr9,-,1003,Amd-ps6,processed_pseudogene,0,0,0,0
ENSMUSG00000111680.1,chr9,-,607,Gm18377,processed_pseudogene,0,0,0,0
ENSMUSG00000111866.1,chr9,+,1163,E130101E03Rik,lncRNA,0,0,0,0
ENSMUSG00000111751.1,chr9,+,756,Gm48256,lncRNA,0,0,0,0
ENSMUSG00000008429.8,chr9,-,5857,Herpud2,"protein_coding,retained_intron",18.473079,18.319912,18.761305,21.24301
ENSMUSG00000100002.2,chr9,+,921,Gm29642,lncRNA,0.319522,0.590389,0,0.685749
ENSMUSG00000111459.1,chr9,-,626,Gm8031,processed_pseudogene,0.156698,0.144768,0.375342,1.008906
ENSMUSG00000001833.17,chr9,+,11631,7-Sep,"lncRNA,protein_coding,retained_intron",25.916986,36.519499,34.820747,68.41153
ENSMUSG00000111004.1,chr9,-,674,Gm48272,processed_pseudogene,0,0,0,0
ENSMUSG00000111558.1,chr9,+,1087,Gm18891,processed_pseudogene,0,0,0,0
ENSMUSG00000111600.1,chr9,+,1782,Gm8049,processed_pseudogene,0.110093,0,0,0
ENSMUSG00000036611.5,chr9,+,2935,Eepd1,"lncRNA,protein_coding",9.558658,10.374761,9.313178,7.777489
ENSMUSG00000110866.1,chr9,-,3205,Gm48362,lncRNA,0.030606,0,0.073312,0.084454
ENSMUSG00000111240.1,chr9,-,2195,Gm39312,lncRNA,0,0,0,0
ENSMUSG00000111238.1,chr9,-,1828,Gm19113,processed_pseudogene,0,0,0,0
ENSMUSG00000111066.1,chr9,-,597,Gm30313,lncRNA,0,0,0,0
ENSMUSG00000110901.1,chr9,-,1293,Gm48393,lncRNA,0.227594,0.070089,0.121147,0.488457
ENSMUSG00000045994.17,chr9,+,4960,B3gat1,"protein_coding,retained_intron",80.491815,75.167399,44.387407,35.089531
ENSMUSG00000036395.15,chr9,-,9043,Glb1l2,"nonsense_mediated_decay,protein_coding,retained_intron",1.193216,1.803877,2.33847,3.172792
ENSMUSG00000031966.7,chr9,-,2618,Glb1l3,"lncRNA,protein_coding",0,0,0,0
ENSMUSG00000079644.2,chr9,-,3803,Gm1110,"lncRNA,protein_coding,retained_intron",0.103175,0.02383,0.411893,0.593117
ENSMUSG00000111151.1,chr9,-,2414,Gm5120,processed_pseudogene,0.121905,0.075083,0.194668,0.299006
ENSMUSG00000031969.16,chr9,-,4143,Acad8,"nonsense_mediated_decay,protein_coding,retained_intron",32.69774,38.564197,35.181313,36.782541
ENSMUSG00000035443.10,chr9,+,2813,Thyn1,"protein_coding,retained_intron",39.89287,50.547552,46.83137,80.314065
ENSMUSG00000031988.10,chr9,-,5099,Vps26b,"protein_coding,retained_intron",91.494676,74.842303,66.970275,60.10873
ENSMUSG00000111505.1,chr9,-,3369,Gm48673,TEC,0,0.0269,0,0.053562
ENSMUSG00000035024.16,chr9,+,7891,Ncapd3,"lncRNA,protein_coding,retained_intron",14.320541,18.501648,18.897985,33.421335
ENSMUSG00000031990.15,chr9,-,3200,Jam3,"lncRNA,protein_coding,retained_intron",41.934851,48.654173,75.188572,116.446674
ENSMUSG00000111390.1,chr9,+,3539,Gm48796,lncRNA,2.328293,2.560745,4.027833,3.951647
ENSMUSG00000111387.1,chr9,-,651,Gm48803,lncRNA,0,0,0,0
ENSMUSG00000034275.18,chr9,+,16686,Igsf9b,"protein_coding,retained_intron",12.715788,15.945962,14.827843,10.857716
ENSMUSG00000031991.10,chr9,+,1458,Spata19,"lncRNA,protein_coding,retained_intron",0.067279,0.124314,0.053718,0.123765
ENSMUSG00000110892.1,chr9,-,556,Gm18585,processed_pseudogene,0,0,0,0
ENSMUSG00000110745.1,chr9,+,523,Gm8106,processed_pseudogene,0,0,0,0
ENSMUSG00000110851.1,chr9,+,590,Gm48902,lncRNA,0,0,0,0
ENSMUSG00000062257.13,chr9,+,14519,Opcml,"lncRNA,protein_coding,retained_intron",1.445826,2.783845,1.413335,1.590854
ENSMUSG00000087531.7,chr9,+,764,Gm15606,lncRNA,0,0,0,0.118096
ENSMUSG00000110741.1,chr9,-,1105,Gm48091,lncRNA,0,0,0,0
ENSMUSG00000059974.10,chr9,-,8079,Ntm,"lncRNA,protein_coding,retained_intron",13.501629,13.146705,4.808445,8.699752
ENSMUSG00000085449.1,chr9,+,1203,Gm15520,lncRNA,0,0,0,0
ENSMUSG00000085638.1,chr9,-,835,Gm15521,lncRNA,0,0,0,0.108054
ENSMUSG00000031993.7,chr9,+,6725,Snx19,"protein_coding,retained_intron",27.363997,26.102629,23.490606,26.255818
ENSMUSG00000111438.1,chr9,+,785,Rps2-ps12,processed_pseudogene,0,0,0,0
ENSMUSG00000111413.1,chr9,-,565,Gm47716,lncRNA,0,0,0,0
ENSMUSG00000111867.1,chr9,-,715,Gm31013,lncRNA,0,0,0,0
ENSMUSG00000033453.8,chr9,-,10363,Adamts15,"protein_coding,retained_intron",1.098023,0.498467,6.673533,2.080844
ENSMUSG00000031994.13,chr9,+,4613,Adamts8,"nonsense_mediated_decay,protein_coding",0.595406,0.550074,1.494101,1.095296
ENSMUSG00000111673.1,chr9,-,3658,Gm29724,lncRNA,0,0,0.085644,0.123326
ENSMUSG00000047412.16,chr9,+,9341,Zbtb44,"nonsense_mediated_decay,protein_coding",8.726632,9.401071,11.755341,12.440834
ENSMUSG00000097701.1,chr9,-,681,Gm17508,lncRNA,0.288086,0,0,0.264978
ENSMUSG00000031995.9,chr9,-,7637,St14,"nonsense_mediated_decay,protein_coding,retained_intron",0.089911,0.083066,0.102555,0.070885
ENSMUSG00000081343.1,chr9,+,793,Gm16071,processed_pseudogene,0,0,0,0
ENSMUSG00000031996.17,chr9,-,5875,Aplp2,"protein_coding,retained_intron",66.119004,65.897705,76.668347,98.041969
ENSMUSG00000111246.1,chr9,-,2972,4930517E14Rik,lncRNA,0.363064,0.091479,0.368943,0.151792
ENSMUSG00000042496.18,chr9,+,9259,Prdm10,"protein_coding,retained_intron",10.943978,11.39294,11.77486,16.546289
ENSMUSG00000042185.14,chr9,+,11277,Nfrkb,"nonsense_mediated_decay,protein_coding,retained_intron",23.433815,28.078651,20.307871,18.921893
ENSMUSG00000041737.8,chr9,-,4724,Tmem45b,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000111548.1,chr9,-,665,Gm8162,processed_pseudogene,0.885052,0.681389,0.588883,1.628121
ENSMUSG00000111468.1,chr9,-,1303,5033425B01Rik,TEC,0,0,0,0
ENSMUSG00000111655.1,chr9,+,845,4930434F21Rik,lncRNA,0,0,0,0
ENSMUSG00000111853.1,chr9,+,1455,Gm31408,lncRNA,0.067418,0.186855,0,0.248041
ENSMUSG00000110952.1,chr9,-,521,Gm18226,processed_pseudogene,0,0,0,0
ENSMUSG00000111153.1,chr9,+,916,Gm18820,processed_pseudogene,0,0,0,0
ENSMUSG00000110853.1,chr9,-,740,Gm47436,lncRNA,0,0,0,0
ENSMUSG00000110778.1,chr9,+,720,Gm8171,processed_pseudogene,0,0,0.326339,0
ENSMUSG00000032033.11,chr9,-,1968,Barx2,protein_coding,0.199376,0.230246,0.15919,0.595999
ENSMUSG00000110813.1,chr9,+,638,Gm31497,lncRNA,0,0,0,0
ENSMUSG00000091639.2,chr9,-,1355,Gm3756,processed_pseudogene,21.428482,17.456136,22.427096,14.249561
ENSMUSG00000111771.1,chr9,-,734,Gm47465,lncRNA,0,0,0,0
ENSMUSG00000111166.1,chr9,+,720,Tpi-rs4,processed_pseudogene,0.544962,0.377603,0.979018,0.50125
ENSMUSG00000041444.14,chr9,+,17179,Arhgap32,"protein_coding,retained_intron",14.994633,14.602093,11.808167,14.280333
ENSMUSG00000032034.6,chr9,-,4685,Kcnj5,protein_coding,2.3869,4.623121,4.329829,5.912291
ENSMUSG00000111056.1,chr9,+,1332,Gm39317,lncRNA,0,0,0,0.067737
ENSMUSG00000041248.9,chr9,+,3333,Kcnj1,protein_coding,0,0,0,0
ENSMUSG00000016087.13,chr9,-,3486,Fli1,protein_coding,1.181846,1.013874,4.538419,4.762308
ENSMUSG00000103151.1,chr9,-,3045,Gm38292,TEC,0,0,0.051443,0
ENSMUSG00000102352.1,chr9,-,2639,Gm38346,TEC,0,0,0,0.102567
ENSMUSG00000102153.1,chr9,-,1814,Gm37474,TEC,0,0,0.129528,0
ENSMUSG00000102850.1,chr9,-,1927,Gm37082,TEC,0,0,0,0
ENSMUSG00000110844.1,chr9,+,771,Gm47680,lncRNA,0,0,0,0
ENSMUSG00000032035.15,chr9,+,8476,Ets1,"protein_coding,retained_intron",4.559784,3.389341,5.932322,8.196469
ENSMUSG00000098843.1,chr9,-,677,Gm27240,lncRNA,0,0,0,0
ENSMUSG00000099148.1,chr9,+,1017,Gm3331,lncRNA,0,0,0,0
ENSMUSG00000099025.1,chr9,-,2478,Gm27162,lncRNA,0,0,0,0
ENSMUSG00000102184.1,chr9,+,1348,Gm37192,TEC,0,0,0,0.133865
ENSMUSG00000098519.1,chr9,+,1930,Gm27166,lncRNA,0,0,0,0
ENSMUSG00000111645.1,chr9,+,1043,Gm32171,lncRNA,0,0,0,0
ENSMUSG00000102712.1,chr9,-,629,Gm37758,TEC,0,0,0,0
ENSMUSG00000111467.1,chr9,+,684,Gm47775,lncRNA,0,0,0,0
ENSMUSG00000111276.1,chr9,+,975,Gm47778,lncRNA,0,0,0,0
ENSMUSG00000079884.6,chr9,+,604,Gm10698,processed_pseudogene,3.085714,3.300902,5.18685,7.31958
ENSMUSG00000110771.1,chr9,+,1803,Gm47785,lncRNA,0,0,0,0
ENSMUSG00000098358.1,chr9,+,723,Gm27164,lncRNA,0,0,0,0
ENSMUSG00000098758.1,chr9,+,1084,7630403G23Rik,lncRNA,0,0,0,0
ENSMUSG00000098909.1,chr9,+,562,Gm27161,processed_pseudogene,0,0,0,0
ENSMUSG00000110925.1,chr9,+,660,Gm47858,lncRNA,0,0,0,0
ENSMUSG00000032036.15,chr9,+,6454,Kirrel3,"lncRNA,protein_coding",15.077235,15.937266,11.455753,7.786697
ENSMUSG00000103552.1,chr9,+,910,Gm38217,TEC,0,0,0,0
ENSMUSG00000097355.1,chr9,-,548,Gm26662,lncRNA,0,0,0,0
ENSMUSG00000053889.5,chr9,-,3799,Kirrel3os,lncRNA,0.154925,0.071565,0.041233,0.047499
ENSMUSG00000032038.7,chr9,-,2923,St3gal4,protein_coding,15.705654,14.292856,17.979363,14.476749
ENSMUSG00000070315.12,chr9,+,5954,4930581F22Rik,"lncRNA,retained_intron",0.95556,1.248107,1.473295,1.909364
ENSMUSG00000032040.15,chr9,-,1451,Dcps,"nonsense_mediated_decay,protein_coding",159.004309,154.143302,184.009477,160.365501
ENSMUSG00000032041.15,chr9,-,4929,Tirap,protein_coding,4.059853,4.35749,5.418464,8.548405
ENSMUSG00000110774.1,chr9,+,1118,Gm39318,lncRNA,0,0,0.14011,0
ENSMUSG00000032042.11,chr9,+,3364,Srpr,"protein_coding,retained_intron",47.209549,42.914761,55.341866,66.998251
ENSMUSG00000039048.15,chr9,-,4520,Foxred1,"nonsense_mediated_decay,protein_coding,retained_intron",42.080255,52.871132,35.417921,33.894269
ENSMUSG00000050471.17,chr9,-,6122,Fam118b,"nonsense_mediated_decay,protein_coding,retained_intron",21.086357,24.099498,17.782879,27.058665
ENSMUSG00000032044.4,chr9,+,2647,Rpusd4,"nonsense_mediated_decay,protein_coding,retained_intron",17.26915,17.940075,16.776823,23.99638
ENSMUSG00000111746.1,chr9,+,1356,4933422A05Rik,lncRNA,0.07234,0.935654,0.115518,0.465763
ENSMUSG00000111059.1,chr9,-,786,Gm33838,lncRNA,0,0.115299,0.298937,0.11479
ENSMUSG00000103259.1,chr9,-,1153,2610105M22Rik,TEC,0,0,0.203785,0.234757
ENSMUSG00000038119.15,chr9,+,7715,Cdon,"nonsense_mediated_decay,protein_coding",69.599777,148.793772,146.643298,208.704578
ENSMUSG00000098590.4,chr9,-,2434,Gm1113,protein_coding,0,0,0,0
ENSMUSG00000032101.6,chr9,-,6934,Ddx25,protein_coding,12.85935,11.200667,9.804298,14.300159
ENSMUSG00000032103.10,chr9,+,2972,Pus3,"protein_coding,retained_intron",10.792895,14.789035,18.07823,34.942465
ENSMUSG00000050555.9,chr9,-,5970,Hyls1,"protein_coding,retained_intron",8.297668,7.559654,10.521572,18.014779
ENSMUSG00000074452.13,chr9,+,4720,Pate2,"lncRNA,protein_coding,retained_intron",0.685821,1.22881,1.161547,1.988009
ENSMUSG00000032099.3,chr9,-,1072,Pate4,protein_coding,0,0,0,0
ENSMUSG00000094995.2,chr9,-,1329,Pate3,protein_coding,0,0,0,0
ENSMUSG00000091215.3,chr9,-,1820,Pate1,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000090738.2,chr9,-,643,Pate7,protein_coding,0,0,0,0
ENSMUSG00000098847.1,chr9,-,903,Gm27235,nonsense_mediated_decay,0,0,0,0
ENSMUSG00000032108.3,chr9,-,1334,Pate6,protein_coding,0,0,0,0
ENSMUSG00000104304.1,chr9,+,1071,Gm36974,TEC,0,0,0,0
ENSMUSG00000047980.6,chr9,-,1135,Pate5,protein_coding,0,0,0,0
ENSMUSG00000098705.8,chr9,-,2399,Gm3428,"TEC,lncRNA",0,0,0,0
ENSMUSG00000078934.4,chr9,+,1991,Pate13,protein_coding,0,0,0,0
ENSMUSG00000099201.8,chr9,-,809,Gm27187,lncRNA,0,0,0,0
ENSMUSG00000111619.1,chr9,-,2440,Gm48348,processed_pseudogene,0,0,0,0
ENSMUSG00000091411.1,chr9,-,1142,Gm5916,protein_coding,0,0,0,0
ENSMUSG00000098390.7,chr9,-,573,Gm3434,lncRNA,0,0,0,0
ENSMUSG00000111023.1,chr9,+,4397,Gm48391,"lncRNA,transcribed_processed_pseudogene",0,0,0,0
ENSMUSG00000066767.6,chr9,-,2007,Gm3867,"lncRNA,transcribed_processed_pseudogene",0,0,0,0
ENSMUSG00000111327.1,chr9,-,3835,Gm48401,processed_pseudogene,0,0,0,0
ENSMUSG00000023093.7,chr9,+,519,Pate12,protein_coding,0,0,0,0
ENSMUSG00000074448.2,chr9,-,2348,Pate9,protein_coding,0,0,0,0
ENSMUSG00000111683.1,chr9,-,725,Gm49367,lncRNA,0,0,0,0
ENSMUSG00000070313.8,chr9,-,2471,Pate14,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000098304.2,chr9,-,696,1700027I24Rik,lncRNA,0,0,0,0.129634
ENSMUSG00000111485.1,chr9,+,3841,Gm48443,processed_pseudogene,0.025538,0,0,0
ENSMUSG00000032110.4,chr9,+,3647,Acrv1,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000032113.16,chr9,-,4635,Chek1,"lncRNA,protein_coding,retained_intron",12.803969,17.773013,23.961119,47.983752
ENSMUSG00000032116.18,chr9,-,8948,Stt3a,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",17.583988,18.898728,21.864878,35.392249
ENSMUSG00000096993.3,chr9,+,608,Gm26787,lncRNA,0.484013,0.149054,1.159363,0.890379
ENSMUSG00000062762.16,chr9,-,4868,Ei24,"lncRNA,protein_coding,retained_intron",113.06513,120.150423,130.305105,94.228437
ENSMUSG00000098985.1,chr9,-,742,Gm27219,processed_pseudogene,1.983017,2.442716,1.899981,6.931033
ENSMUSG00000032118.16,chr9,+,4104,Fez1,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",247.57543,223.470435,215.364845,288.130895
ENSMUSG00000035934.16,chr9,-,10335,Pknox2,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",13.449259,11.907928,10.488327,10.537166
ENSMUSG00000093721.1,chr9,+,4094,Gm3896,lncRNA,0,0,0,0
ENSMUSG00000110722.1,chr9,+,733,Gm48716,lncRNA,0,0,0,0
ENSMUSG00000111254.1,chr9,-,1072,Gm48717,TEC,0.640534,0.507228,1.095916,0.252495
ENSMUSG00000032121.9,chr9,+,2619,Tmem218,protein_coding,14.644692,18.408697,15.16188,20.84236
ENSMUSG00000032122.15,chr9,-,6643,Slc37a2,"protein_coding,retained_intron",0.841685,1.186867,2.039682,1.72491
ENSMUSG00000111797.1,chr9,+,652,Gm48081,lncRNA,0,0,0,0
ENSMUSG00000111439.1,chr9,-,567,Gm47633,lncRNA,0.173004,0.319664,0.276266,0.318254
ENSMUSG00000111681.1,chr9,+,2882,Gm47640,TEC,0,0,0,0
ENSMUSG00000111738.1,chr9,+,589,Gm18329,processed_pseudogene,0,0,0,0
ENSMUSG00000034303.7,chr9,-,5773,Ccdc15,"nonsense_mediated_decay,protein_coding,retained_intron",2.055999,3.453568,2.442033,4.704267
ENSMUSG00000111421.1,chr9,-,3236,Gm47643,TEC,0.272818,0.112021,0.096813,0.139408
ENSMUSG00000111748.1,chr9,+,4070,Gm34885,lncRNA,0,0,0,0.110842
ENSMUSG00000111481.1,chr9,-,4663,Gm47652,TEC,0.294511,0.583046,0.503891,1.160948
ENSMUSG00000046240.8,chr9,+,3347,Hepacam,"nonsense_mediated_decay,protein_coding",1.172312,0.947675,0.304206,0.404355
ENSMUSG00000032125.20,chr9,+,5302,Robo4,"nonsense_mediated_decay,protein_coding,retained_intron",3.737237,2.717718,7.075814,3.879914
